技能Id,中文名,法术释放方式,法系,技能等级,法阵ID,直接效果,主buff,攻击类型,法术范围,法术CD,持续时间,对空地,升级材料ID,进阶材料ID,法术使用积分,法术使用,图标使用,附加资源ID,冷却时间,进阶冷却时间
210713,冰雹,1,7,13,210801,dmg:9720-10520,,,80,50000,1200,2,133046:7;133044:3,,1,210701,210701,,300,0
210714,冰雹,1,7,14,210801,dmg:10415-11215,,,80,50000,1200,2,133046:9;133044:4,,1,210701,210701,,300,0
210715,冰雹,1,7,15,210801,dmg:11105-11905,,,80,50000,1200,2,133046:11;133044:5,,1,210701,210701,,300,0
210716,冰雹,1,7,16,210801,dmg:11800-12600,,,80,50000,1200,2,133046:13;133044:6,,1,210701,210701,,300,0
210717,冰雹,1,7,17,210801,dmg:12490-13290,,,80,50000,1200,2,133046:15;133044:7,,1,210701,210701,,300,0
210718,冰雹,1,7,18,210801,dmg:13185-13985,,,80,50000,1200,2,133046:17;133044:8,,1,210701,210701,,300,0
210719,冰雹,1,7,19,210801,dmg:13880-14680,,,80,50000,1200,2,133046:19;133044:9,,1,210701,210701,,300,0
210720,冰雹,1,7,20,210801,dmg:14570-15370,,,80,50000,1200,2,133046:21;133044:10,,1,210701,210701,,300,0
210721,冰雹,1,7,21,210801,dmg:15265-16065,,,80,50000,1200,2,133046:23;133044:12;133048:10,,1,210701,210701,,300,0
210722,冰雹,1,7,22,210801,dmg:15955-16755,,,80,50000,1200,2,133046:25;133044:14;133048:11,,1,210701,210701,,300,0
210723,冰雹,1,7,23,210801,dmg:16650-17450,,,80,50000,1200,2,133046:27;133044:16;133048:12,,1,210701,210701,,300,0
210724,冰雹,1,7,24,210801,dmg:17345-18145,,,80,50000,1200,2,133046:29;133044:18;133048:13,,1,210701,210701,,300,0
210725,冰雹,1,7,25,210801,dmg:18035-18835,,,80,50000,1200,2,133046:31;133044:20;133048:14,,1,210701,210701,,300,0
210726,冰雹,1,7,26,210801,dmg:18730-19530,,,80,50000,1200,2,133046:33;133044:22;133048:15,,1,210701,210701,,300,0
210727,冰雹,1,7,27,210801,dmg:19420-20220,,,80,50000,1200,2,133046:36;133044:24;133048:16,,1,210701,210701,,300,0
210728,冰雹,1,7,28,210801,dmg:20115-20915,,,80,50000,1200,2,133046:39;133044:26;133048:17,,1,210701,210701,,300,0
210729,冰雹,1,7,29,210801,dmg:20810-21610,,,80,50000,1200,2,133046:42;133044:28;133048:18,,1,210701,210701,,300,0
210730,冰雹,1,7,30,210801,dmg:21500-22300,,,80,50000,1200,2,133046:45;133044:30;133048:19,,1,210701,210701,,300,0
210731,冰雹,1,7,31,210801,dmg:22195-22995,,,80,50000,1200,2,133140:48;133143:32;133146:20,,1,210701,210701,,1800,0
210732,冰雹,1,7,32,210801,dmg:22885-23685,,,80,50000,1200,2,133140:51;133143:34;133146:21,,1,210701,210701,,1800,0
210733,冰雹,1,7,33,210801,dmg:23580-24380,,,80,50000,1200,2,133140:54;133143:36;133146:22,,1,210701,210701,,1800,0
210734,冰雹,1,7,34,210801,dmg:24275-25075,,,80,50000,1200,2,133140:57;133143:38;133146:23,,1,210701,210701,,1800,0
210735,冰雹,1,7,35,210801,dmg:24965-25765,,,80,50000,1200,2,133140:60;133143:40;133146:24,,1,210701,210701,,1800,0
210736,冰雹,1,7,36,210801,dmg:25660-26460,,,80,50000,1200,2,133140:60;133143:42;133146:25,,1,210701,210701,,1800,0
210737,冰雹,1,7,37,210801,dmg:26350-27150,,,80,50000,1200,2,133140:60;133143:44;133146:26,,1,210701,210701,,1800,0
210738,冰雹,1,7,38,210801,dmg:27045-27845,,,80,50000,1200,2,133140:60;133143:46;133146:27,,1,210701,210701,,1800,0
210739,冰雹,1,7,39,210801,dmg:27740-28540,,,80,50000,1200,2,133140:60;133143:48;133146:28,,1,210701,210701,,1800,0
210740,冰雹,1,7,40,210801,dmg:28430-29230,,,80,50000,1200,2,133140:60;133143:50;133146:29,,1,210701,210701,,1800,0
210741,冰雹,1,7,41,210801,dmg:29125-29925,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210742,冰雹,1,7,42,210801,dmg:29815-30615,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210743,冰雹,1,7,43,210801,dmg:30510-31310,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210744,冰雹,1,7,44,210801,dmg:31205-32005,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210745,冰雹,1,7,45,210801,dmg:31895-32695,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210746,冰雹,1,7,46,210801,dmg:32590-33390,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210747,冰雹,1,7,47,210801,dmg:33280-34080,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210748,冰雹,1,7,48,210801,dmg:33975-34775,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210749,冰雹,1,7,49,210801,dmg:34670-35470,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210750,冰雹,1,7,50,210801,dmg:35360-36160,,,80,50000,1200,2,133141:65;133144:50;133147:30,,1,210701,210701,,3600,0
210751,冰雹,1,7,51,210801,dmg:36055-36855,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210752,冰雹,1,7,52,210801,dmg:36745-37545,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210753,冰雹,1,7,53,210801,dmg:37440-38240,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210754,冰雹,1,7,54,210801,dmg:38135-38935,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210755,冰雹,1,7,55,210801,dmg:38825-39625,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210756,冰雹,1,7,56,210801,dmg:39520-40320,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210757,冰雹,1,7,57,210801,dmg:40210-41010,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210758,冰雹,1,7,58,210801,dmg:40905-41705,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210759,冰雹,1,7,59,210801,dmg:41600-42400,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210760,冰雹,1,7,60,210801,dmg:42290-43090,,,80,50000,1200,2,133142:70;133145:55;133148:35,,1,210701,210701,,7200,0
210801,暴风雪,1,8,1,210801,dmg:2170-3770,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,,133032:20,1,210801,210801,,0,0
210802,暴风雪,1,8,2,210801,dmg:3555-5155,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,,133032:20,1,210801,210801,,0,0
210803,暴风雪,1,8,3,210801,dmg:4940-6540,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,,133032:20,1,210801,210801,,0,0
210804,暴风雪,1,8,4,210801,dmg:6325-7925,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,,133032:20,1,210801,210801,,0,0
210805,暴风雪,1,8,5,210801,dmg:7710-9310,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,,133032:20,1,210801,210801,,0,0
210806,暴风雪,1,8,6,210801,dmg:9100-10700,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:1,133032:20,1,210801,210801,,30,0
210807,暴风雪,1,8,7,210801,dmg:10485-12085,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:1,133032:20,1,210801,210801,,60,0
210808,暴风雪,1,8,8,210801,dmg:11870-13470,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:2,133032:20,1,210801,210801,,60,0
210809,暴风雪,1,8,9,210801,dmg:13255-14855,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:2,133032:20,1,210801,210801,,120,0
210810,暴风雪,1,8,10,210801,dmg:14640-16240,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:3,133032:20,1,210801,210801,,120,0
210811,暴风雪,1,8,11,210801,dmg:16030-17630,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:3;133044:1,133032:20,1,210801,210801,,300,0
210812,暴风雪,1,8,12,210801,dmg:17415-19015,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:5;133044:2,133032:20,1,210801,210801,,300,0
210813,暴风雪,1,8,13,210801,dmg:18800-20400,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:7;133044:3,133032:20,1,210801,210801,,300,0
210814,暴风雪,1,8,14,210801,dmg:20185-21785,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:9;133044:4,133032:20,1,210801,210801,,300,0
210815,暴风雪,1,8,15,210801,dmg:21570-23170,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:11;133044:5,133032:20,1,210801,210801,,300,0
210816,暴风雪,1,8,16,210801,dmg:22960-24560,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:13;133044:6,133032:20,1,210801,210801,,300,0
210817,暴风雪,1,8,17,210801,dmg:24345-25945,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:15;133044:7,133032:20,1,210801,210801,,300,0
210818,暴风雪,1,8,18,210801,dmg:25730-27330,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:17;133044:8,133032:20,1,210801,210801,,300,0
210819,暴风雪,1,8,19,210801,dmg:27115-28715,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:19;133044:9,133032:20,1,210801,210801,,300,0
210820,暴风雪,1,8,20,210801,dmg:28500-30100,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:21;133044:10,133032:20,1,210801,210801,,300,0
210821,暴风雪,1,8,21,210801,dmg:29890-31490,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:23;133044:12;133048:10,133032:20,1,210801,210801,,300,0
210822,暴风雪,1,8,22,210801,dmg:31275-32875,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:25;133044:14;133048:11,133032:20,1,210801,210801,,300,0
210823,暴风雪,1,8,23,210801,dmg:32660-34260,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:27;133044:16;133048:12,133032:20,1,210801,210801,,300,0
210824,暴风雪,1,8,24,210801,dmg:34045-35645,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:29;133044:18;133048:13,133032:20,1,210801,210801,,300,0
210825,暴风雪,1,8,25,210801,dmg:35430-37030,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:31;133044:20;133048:14,133032:20,1,210801,210801,,300,0
210826,暴风雪,1,8,26,210801,dmg:36820-38420,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:33;133044:22;133048:15,133032:20,1,210801,210801,,300,0
210827,暴风雪,1,8,27,210801,dmg:38205-39805,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:36;133044:24;133048:16,133032:20,1,210801,210801,,300,0
210828,暴风雪,1,8,28,210801,dmg:39590-41190,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:39;133044:26;133048:17,133032:20,1,210801,210801,,300,0
210829,暴风雪,1,8,29,210801,dmg:40975-42575,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:42;133044:28;133048:18,133032:20,1,210801,210801,,300,0
210830,暴风雪,1,8,30,210801,dmg:42360-43960,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133046:45;133044:30;133048:19,133032:20,1,210801,210801,,300,0
210831,暴风雪,1,8,31,210801,dmg:43750-45350,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:48;133143:32;133146:20,133032:20,1,210801,210801,,1800,0
210832,暴风雪,1,8,32,210801,dmg:45135-46735,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:51;133143:34;133146:21,133032:20,1,210801,210801,,1800,0
210833,暴风雪,1,8,33,210801,dmg:46520-48120,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:54;133143:36;133146:22,133032:20,1,210801,210801,,1800,0
210834,暴风雪,1,8,34,210801,dmg:47905-49505,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:57;133143:38;133146:23,133032:20,1,210801,210801,,1800,0
210835,暴风雪,1,8,35,210801,dmg:49290-50890,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:60;133143:40;133146:24,133032:20,1,210801,210801,,1800,0
210836,暴风雪,1,8,36,210801,dmg:50680-52280,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:60;133143:42;133146:25,133032:20,1,210801,210801,,1800,0
210837,暴风雪,1,8,37,210801,dmg:52065-53665,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:60;133143:44;133146:26,133032:20,1,210801,210801,,1800,0
210838,暴风雪,1,8,38,210801,dmg:53450-55050,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:60;133143:46;133146:27,133032:20,1,210801,210801,,1800,0
210839,暴风雪,1,8,39,210801,dmg:54835-56435,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:60;133143:48;133146:28,133032:20,1,210801,210801,,1800,0
210840,暴风雪,1,8,40,210801,dmg:56220-57820,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133140:60;133143:50;133146:29,133032:20,1,210801,210801,,1800,0
210841,暴风雪,1,8,41,210801,dmg:57610-59210,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210842,暴风雪,1,8,42,210801,dmg:58995-60595,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210843,暴风雪,1,8,43,210801,dmg:60380-61980,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210844,暴风雪,1,8,44,210801,dmg:61765-63365,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210845,暴风雪,1,8,45,210801,dmg:63150-64750,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210846,暴风雪,1,8,46,210801,dmg:64540-66140,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210847,暴风雪,1,8,47,210801,dmg:65925-67525,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210848,暴风雪,1,8,48,210801,dmg:67310-68910,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210849,暴风雪,1,8,49,210801,dmg:68695-70295,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210850,暴风雪,1,8,50,210801,dmg:70080-71680,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:20,1,210801,210801,,3600,0
210851,暴风雪,1,8,51,210801,dmg:71470-73070,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210852,暴风雪,1,8,52,210801,dmg:72855-74455,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210853,暴风雪,1,8,53,210801,dmg:74240-75840,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210854,暴风雪,1,8,54,210801,dmg:75625-77225,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210855,暴风雪,1,8,55,210801,dmg:77010-78610,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210856,暴风雪,1,8,56,210801,dmg:78400-80000,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210857,暴风雪,1,8,57,210801,dmg:79785-81385,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210858,暴风雪,1,8,58,210801,dmg:81170-82770,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210859,暴风雪,1,8,59,210801,dmg:82555-84155,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210860,暴风雪,1,8,60,210801,dmg:83940-85540,"buff:221012,duration:4000,moveSpeedPct:-30",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:20,1,210801,210801,,7200,0
210901,冰尖柱,1,9,1,210801,dmg:3330-5330,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:40-80",,80,50000,4000,2,,133032:50,1,210901,210901,,0,0
210902,冰尖柱,1,9,2,210801,dmg:5410-7410,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:54-94",,80,50000,4000,2,,133032:50,1,210901,210901,,0,0
210903,冰尖柱,1,9,3,210801,dmg:7485-9485,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:68-108",,80,50000,4000,2,,133032:50,1,210901,210901,,0,0
210904,冰尖柱,1,9,4,210801,dmg:9565-11565,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:82-122",,80,50000,4000,2,,133032:50,1,210901,210901,,0,0
210905,冰尖柱,1,9,5,210801,dmg:11645-13645,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:96-136",,80,50000,4000,2,,133032:50,1,210901,210901,,0,0
210906,冰尖柱,1,9,6,210801,dmg:13725-15725,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:110-150",,80,50000,4000,2,133046:1,133032:50,1,210901,210901,,30,0
210907,冰尖柱,1,9,7,210801,dmg:15805-17805,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:124-164",,80,50000,4000,2,133046:1,133032:50,1,210901,210901,,60,0
210908,冰尖柱,1,9,8,210801,dmg:17880-19880,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:138-178",,80,50000,4000,2,133046:2,133032:50,1,210901,210901,,60,0
210909,冰尖柱,1,9,9,210801,dmg:19960-21960,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:152-192",,80,50000,4000,2,133046:2,133032:50,1,210901,210901,,120,0
210910,冰尖柱,1,9,10,210801,dmg:22040-24040,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:166-206",,80,50000,4000,2,133046:3,133032:50,1,210901,210901,,120,0
210911,冰尖柱,1,9,11,210801,dmg:24120-26120,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:180-220",,80,50000,4000,2,133046:3;133044:1,133032:50,1,210901,210901,,300,0
210912,冰尖柱,1,9,12,210801,dmg:26200-28200,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:194-234",,80,50000,4000,2,133046:5;133044:2,133032:50,1,210901,210901,,300,0
210913,冰尖柱,1,9,13,210801,dmg:28275-30275,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:208-248",,80,50000,4000,2,133046:7;133044:3,133032:50,1,210901,210901,,300,0
210914,冰尖柱,1,9,14,210801,dmg:30355-32355,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:222-262",,80,50000,4000,2,133046:9;133044:4,133032:50,1,210901,210901,,300,0
210915,冰尖柱,1,9,15,210801,dmg:32435-34435,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:236-276",,80,50000,4000,2,133046:11;133044:5,133032:50,1,210901,210901,,300,0
210916,冰尖柱,1,9,16,210801,dmg:34515-36515,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:250-290",,80,50000,4000,2,133046:13;133044:6,133032:50,1,210901,210901,,300,0
210917,冰尖柱,1,9,17,210801,dmg:36595-38595,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:264-304",,80,50000,4000,2,133046:15;133044:7,133032:50,1,210901,210901,,300,0
210918,冰尖柱,1,9,18,210801,dmg:38670-40670,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:278-3180",,80,50000,4000,2,133046:17;133044:8,133032:50,1,210901,210901,,300,0
210919,冰尖柱,1,9,19,210801,dmg:40750-42750,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:292-332",,80,50000,4000,2,133046:19;133044:9,133032:50,1,210901,210901,,300,0
210920,冰尖柱,1,9,20,210801,dmg:42830-44830,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:306-346",,80,50000,4000,2,133046:21;133044:10,133032:50,1,210901,210901,,300,0
210921,冰尖柱,1,9,21,210801,dmg:44910-46910,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:320-360",,80,50000,4000,2,133046:23;133044:12;133048:10,133032:50,1,210901,210901,,300,0
210922,冰尖柱,1,9,22,210801,dmg:46990-48990,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:334-374",,80,50000,4000,2,133046:25;133044:14;133048:11,133032:50,1,210901,210901,,300,0
210923,冰尖柱,1,9,23,210801,dmg:49065-51065,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:348-388",,80,50000,4000,2,133046:27;133044:16;133048:12,133032:50,1,210901,210901,,300,0
210924,冰尖柱,1,9,24,210801,dmg:51145-53145,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:362-402",,80,50000,4000,2,133046:29;133044:18;133048:13,133032:50,1,210901,210901,,300,0
210925,冰尖柱,1,9,25,210801,dmg:53225-55225,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:376-416",,80,50000,4000,2,133046:31;133044:20;133048:14,133032:50,1,210901,210901,,300,0
210926,冰尖柱,1,9,26,210801,dmg:55305-57305,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:390-430",,80,50000,4000,2,133046:33;133044:22;133048:15,133032:50,1,210901,210901,,300,0
210927,冰尖柱,1,9,27,210801,dmg:57385-59385,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:404-444",,80,50000,4000,2,133046:36;133044:24;133048:16,133032:50,1,210901,210901,,300,0
210928,冰尖柱,1,9,28,210801,dmg:59460-61460,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:418-458",,80,50000,4000,2,133046:39;133044:26;133048:17,133032:50,1,210901,210901,,300,0
210929,冰尖柱,1,9,29,210801,dmg:61540-63540,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:432-472",,80,50000,4000,2,133046:42;133044:28;133048:18,133032:50,1,210901,210901,,300,0
210930,冰尖柱,1,9,30,210801,dmg:63620-65620,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:446-486",,80,50000,4000,2,133046:45;133044:30;133048:19,133032:50,1,210901,210901,,300,0
210931,冰尖柱,1,9,31,210801,dmg:65700-67700,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:460-500",,80,50000,4000,2,133140:48;133143:32;133146:20,133032:50,1,210901,210901,,1800,0
210932,冰尖柱,1,9,32,210801,dmg:67780-69780,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:474-514",,80,50000,4000,2,133140:51;133143:34;133146:21,133032:50,1,210901,210901,,1800,0
210933,冰尖柱,1,9,33,210801,dmg:69855-71855,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:488-528",,80,50000,4000,2,133140:54;133143:36;133146:22,133032:50,1,210901,210901,,1800,0
210934,冰尖柱,1,9,34,210801,dmg:71935-73935,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:502-542",,80,50000,4000,2,133140:57;133143:38;133146:23,133032:50,1,210901,210901,,1800,0
210935,冰尖柱,1,9,35,210801,dmg:74015-76015,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:516-556",,80,50000,4000,2,133140:60;133143:40;133146:24,133032:50,1,210901,210901,,1800,0
210936,冰尖柱,1,9,36,210801,dmg:76095-78095,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:530-570",,80,50000,4000,2,133140:60;133143:42;133146:25,133032:50,1,210901,210901,,1800,0
210937,冰尖柱,1,9,37,210801,dmg:78175-80175,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:544-584",,80,50000,4000,2,133140:60;133143:44;133146:26,133032:50,1,210901,210901,,1800,0
210938,冰尖柱,1,9,38,210801,dmg:80250-82250,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:558-598",,80,50000,4000,2,133140:60;133143:46;133146:27,133032:50,1,210901,210901,,1800,0
210939,冰尖柱,1,9,39,210801,dmg:82330-84330,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:572-612",,80,50000,4000,2,133140:60;133143:48;133146:28,133032:50,1,210901,210901,,1800,0
210940,冰尖柱,1,9,40,210801,dmg:84410-86410,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:586-626",,80,50000,4000,2,133140:60;133143:50;133146:29,133032:50,1,210901,210901,,1800,0
210941,冰尖柱,1,9,41,210801,dmg:86490-88490,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:600-640",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210942,冰尖柱,1,9,42,210801,dmg:88570-90570,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:614-654",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210943,冰尖柱,1,9,43,210801,dmg:90645-92645,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:628-668",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
