object_list,,,,,,,,,,,,,
语言包key,按表进行分类,中文简体,中文简体,英文,英文,英文,英文,,,,,,
40212321,task_title_des,疯狂的入侵32,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 32,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40212331,task_title_des,疯狂的入侵33,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 33,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40212341,task_title_des,疯狂的入侵34,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 34,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40212351,task_title_des,疯狂的入侵35,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 35,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40212361,task_title_des,疯狂的入侵36,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 36,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40212371,task_title_des,疯狂的入侵37,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 37,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40212381,task_title_des,疯狂的入侵38,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 38,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40212391,task_title_des,疯狂的入侵39,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Bloodlust 39,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40213011,task_title_des,秘密营地1,陛下，我们的哨兵发现了怪物的秘密营地，去消灭这些隐藏起来的家伙吧！,A Secret Place 1,The scouts have found a secret camp. We can not let them go unheeded!,,,,,,,,
40213021,task_title_des,秘密营地2,陛下，我们的哨兵发现了怪物的秘密营地，去消灭这些隐藏起来的家伙吧！,A Secret Place 2,The scouts have found a secret camp. We can not let them go unheeded!,,,,,,,,
40213031,task_title_des,秘密营地3,陛下，我们的哨兵发现了怪物的秘密营地，去消灭这些隐藏起来的家伙吧！,A Secret Place 3,The scouts have found a secret camp. We can not let them go unheeded!,,,,,,,,
40214011,task_title_des,平息骚动1,贪婪的怪物们永远不会善罢甘休，对于再次集结的怪物军队，陛下你有信心击败他们吗？,Uproar 1,"These insatiable enemies are relentless, fighting to their last breath. Are your mind and body ready for battle?",,,,,,,,
40214021,task_title_des,平息骚动2,贪婪的怪物们永远不会善罢甘休，对于再次集结的怪物军队，陛下你有信心击败他们吗？,Uproar 2,"These insatiable enemies are relentless, fighting to their last breath. Are your mind and body ready for battle?",,,,,,,,
40214031,task_title_des,平息骚动3,贪婪的怪物们永远不会善罢甘休，对于再次集结的怪物军队，陛下你有信心击败他们吗？,Uproar 3,"These insatiable enemies are relentless, fighting to their last breath. Are your mind and body ready for battle?",,,,,,,,
40215011,task_title_des,塔防无双1,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Matchless 1,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40215021,task_title_des,塔防无双2,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Matchless 2,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40215031,task_title_des,塔防无双3,展现您最高水平指挥能力的机会来了，怪物精英军队已经冲过来了，准备迎战吧，陛下！,Matchless 3,The enemy has sent their elite forces. Time to take them head to head and show them what we're made of!,,,,,,,,
40221401,task_title_des,皇家近卫队长,陛下，很高兴还能亲眼看到你的成长，请让我履行自己的诺言继续为拉诺菲家族效力！,Lance Alotte,"My king,I was happy to see you grow, please let me fulfill your promise to continue serveing for the Ranof clan!",,,,,,,,
40221011,task_title_des,英雄之路1,我已经等不及上阵打仗了！奥，等等，让我先做一下简单的准备；,Path of Heroes 1,A hero must train in order be victorious in battle.,,,,,,,,
40221021,task_title_des,英雄之路2,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 2,A hero must train in order be victorious in battle.,,,,,,,,
40221031,task_title_des,英雄之路3,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 3,A hero must train in order be victorious in battle.,,,,,,,,
40221041,task_title_des,英雄之路4,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 4,A hero must train in order be victorious in battle.,,,,,,,,
40221051,task_title_des,英雄之路5,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 5,A hero must train in order be victorious in battle.,,,,,,,,
40221061,task_title_des,英雄之路6,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 6,A hero must train in order be victorious in battle.,,,,,,,,
40221071,task_title_des,英雄之路7,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 7,A hero must train in order be victorious in battle.,,,,,,,,
40221081,task_title_des,英雄之路8,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 8,A hero must train in order be victorious in battle.,,,,,,,,
40221091,task_title_des,英雄之路9,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 9,A hero must train in order be victorious in battle.,,,,,,,,
40221101,task_title_des,英雄之路10,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 10,A hero must train in order be victorious in battle.,,,,,,,,
40221111,task_title_des,英雄之路11,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 11,A hero must train in order be victorious in battle.,,,,,,,,
40221121,task_title_des,英雄之路12,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 12,A hero must train in order be victorious in battle.,,,,,,,,
40221131,task_title_des,英雄之路13,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 13,A hero must train in order be victorious in battle.,,,,,,,,
40221141,task_title_des,英雄之路14,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 14,A hero must train in order be victorious in battle.,,,,,,,,
40221151,task_title_des,英雄之路15,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 15,A hero must train in order be victorious in battle.,,,,,,,,
40221161,task_title_des,英雄之路16,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 16,A hero must train in order be victorious in battle.,,,,,,,,
40221171,task_title_des,英雄之路17,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 17,A hero must train in order be victorious in battle.,,,,,,,,
40221181,task_title_des,英雄之路18,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 18,A hero must train in order be victorious in battle.,,,,,,,,
40221191,task_title_des,英雄之路19,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 19,A hero must train in order be victorious in battle.,,,,,,,,
40221201,task_title_des,英雄之路20,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 20,A hero must train in order be victorious in battle.,,,,,,,,
40221211,task_title_des,英雄之路21,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 21,A hero must train in order be victorious in battle.,,,,,,,,
40221221,task_title_des,英雄之路22,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 22,A hero must train in order be victorious in battle.,,,,,,,,
40221231,task_title_des,英雄之路23,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 23,A hero must train in order be victorious in battle.,,,,,,,,
40221241,task_title_des,英雄之路24,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 24,A hero must train in order be victorious in battle.,,,,,,,,
40221251,task_title_des,英雄之路25,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 25,A hero must train in order be victorious in battle.,,,,,,,,
40221261,task_title_des,英雄之路26,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 26,A hero must train in order be victorious in battle.,,,,,,,,
40221271,task_title_des,英雄之路27,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 27,A hero must train in order be victorious in battle.,,,,,,,,
40221281,task_title_des,英雄之路28,英雄不是那么容易当的，想要在未知的旅途中以不变应万变，就要努力提升等级！,Path of Heroes 28,A hero must train in order be victorious in battle.,,,,,,,,
40222011,task_title_des,一技之长1,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 1,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222021,task_title_des,一技之长2,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 2,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222031,task_title_des,一技之长3,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 3,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222041,task_title_des,一技之长4,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 4,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222051,task_title_des,一技之长5,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 5,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222061,task_title_des,一技之长6,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 6,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222071,task_title_des,一技之长7,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 7,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222081,task_title_des,一技之长8,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 8,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222091,task_title_des,一技之长9,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 9,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222101,task_title_des,一技之长10,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 10,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222111,task_title_des,一技之长11,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 11,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222121,task_title_des,一技之长12,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 12,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222131,task_title_des,一技之长13,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 13,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40222141,task_title_des,一技之长14,英雄需要强大的技能来支持，强大的英雄技能能让你在战斗中事半功倍！,Hero Skills 14,Heroes should learn special skills to give them advantages in battle.,,,,,,,,
40231011,task_title_des,供不应求1,和怪物们的战争开始了，货物的需求量越来越多了，陛下，您最好是督促一下货栈的供货情况哦！,Supply & Demand 1,"Battles are toughening, we need upgrades. Visit the Supply Station for supplies!",,,,,,,,
40231021,task_title_des,供不应求2,和怪物们的战争开始了，货物的需求量越来越多了，陛下，您最好是督促一下货栈的供货情况哦！,Supply & Demand 2,"Battles are toughening, we need upgrades. Visit the Supply Station for supplies!",,,,,,,,
40231031,task_title_des,供不应求3,和怪物们的战争开始了，货物的需求量越来越多了，陛下，您最好是督促一下货栈的供货情况哦！,Supply & Demand 3,"Battles are toughening, we need upgrades. Visit the Supply Station for supplies!",,,,,,,,
40231041,task_title_des,供不应求4,和怪物们的战争开始了，货物的需求量越来越多了，陛下，您最好是督促一下货栈的供货情况哦！,Supply & Demand 4,"Battles are toughening, we need upgrades. Visit the Supply Station for supplies!",,,,,,,,
40231051,task_title_des,供不应求5,和怪物们的战争开始了，货物的需求量越来越多了，陛下，您最好是督促一下货栈的供货情况哦！,Supply & Demand 5,"Battles are toughening, we need upgrades. Visit the Supply Station for supplies!",,,,,,,,
40232011,task_title_des,多多益善1,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 1,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232021,task_title_des,多多益善2,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 2,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232031,task_title_des,多多益善3,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 3,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232041,task_title_des,多多益善4,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 4,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232051,task_title_des,多多益善5,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 5,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232061,task_title_des,多多益善6,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 6,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232071,task_title_des,多多益善7,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 7,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232081,task_title_des,多多益善8,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 8,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232091,task_title_des,多多益善9,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 9,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40232101,task_title_des,多多益善10,前线物资吃紧？看来需要加大供货量了，陛下！,Supply Me 10,"Supplies are running low, have a talk with your Supply Station suppliers!",,,,,,,,
40241011,task_title_des,喝酒打牌1,在城邦最好的放松方式就是到我的酒馆喝喝酒打打牌了，陛下不来消遣一下吗？,Pint of Luck 1,Where can you go to relax? Go to the Tavern for a pint and some cards!,,,,,,,,
40241021,task_title_des,喝酒打牌2,在城邦最好的放松方式就是到我的酒馆喝喝酒打打牌了，陛下不来消遣一下吗？,Pint of Luck 2,Where can you go to relax? Go to the Tavern for a pint and some cards!,,,,,,,,
40241031,task_title_des,喝酒打牌3,在城邦最好的放松方式就是到我的酒馆喝喝酒打打牌了，陛下不来消遣一下吗？,Pint of Luck 3,Where can you go to relax? Go to the Tavern for a pint and some cards!,,,,,,,,
40241041,task_title_des,喝酒打牌4,在城邦最好的放松方式就是到我的酒馆喝喝酒打打牌了，陛下不来消遣一下吗？,Pint of Luck 4,Where can you go to relax? Go to the Tavern for a pint and some cards!,,,,,,,,
40241051,task_title_des,喝酒打牌5,在城邦最好的放松方式就是到我的酒馆喝喝酒打打牌了，陛下不来消遣一下吗？,Pint of Luck 5,Where can you go to relax? Go to the Tavern for a pint and some cards!,,,,,,,,
40251011,task_title_des,荣耀城堡1,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 1,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251021,task_title_des,荣耀城堡2,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 2,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251031,task_title_des,荣耀城堡3,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 3,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251041,task_title_des,荣耀城堡4,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 4,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251051,task_title_des,荣耀城堡5,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 5,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251061,task_title_des,荣耀城堡6,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 6,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251071,task_title_des,荣耀城堡7,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 7,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251081,task_title_des,荣耀城堡8,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 8,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251091,task_title_des,荣耀城堡9,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 9,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251101,task_title_des,荣耀城堡10,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 10,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251111,task_title_des,荣耀城堡11,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 11,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251121,task_title_des,荣耀城堡12,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 12,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40251131,task_title_des,荣耀城堡13,荣耀城堡是我们国力的象征，帝国的荣耀需要你来发扬光大。,For the Kingdom 13,"The Kingdom is the foundation for all your strength, make sure it is of adequate level.",,,,,,,,
40252011,task_title_des,获得难民称号,第一次通过关卡会获得大量荣誉值,Earn the Refugee title,Defeating a level for the first time grants extra honor,,,,,,,,
40252021,task_title_des,获得平民称号,第一次通过关卡会获得大量荣誉值,Earn the Civilian title,Defeating a level for the first time grants extra honor,,,,,,,,
40252031,task_title_des,获得搬运工称号,第一次通过关卡会获得大量荣誉值,Earn the Porter title,Defeating a level for the first time grants extra honor,,,,,,,,
40252041,task_title_des,获得学徒称号,第一次通过关卡会获得大量荣誉值,Earn the Apprentice title,Defeating a level for the first time grants extra honor,,,,,,,,
40252051,task_title_des,获得卫兵称号,第一次通过关卡会获得大量荣誉值,Earn the Guard title,Defeating a level for the first time grants extra honor,,,,,,,,
40252061,task_title_des,获得男爵的仆人称号,第一次通过关卡会获得大量荣誉值,Earn the Duke's Squire title,Defeating a level for the first time grants extra honor,,,,,,,,
40252071,task_title_des,获得兵长称号,第一次通过关卡会获得大量荣誉值,Earn the Captain title,Defeating a level for the first time grants extra honor,,,,,,,,
40252081,task_title_des,获得子爵的随从称号,第一次通过关卡会获得大量荣誉值,Earn the Marquis' Squire title,Defeating a level for the first time grants extra honor,,,,,,,,
40252091,task_title_des,获得百夫长称号,第一次通过关卡会获得大量荣誉值,Earn the Bannerman title,Defeating a level for the first time grants extra honor,,,,,,,,
40252101,task_title_des,获得伯爵的侍卫称号,第一次通过关卡会获得大量荣誉值,Earn the Earl's Squire title,Defeating a level for the first time grants extra honor,,,,,,,,
40252111,task_title_des,获得骑士称号,第一次通过关卡会获得大量荣誉值,Earn the Knight title,Defeating a level for the first time grants extra honor,,,,,,,,
40252121,task_title_des,获得侯爵的卫兵称号,第一次通过关卡会获得大量荣誉值,Earn the Viscount's Squire title,Defeating a level for the first time grants extra honor,,,,,,,,
40252131,task_title_des,获得荣誉骑士称号,第一次通过关卡会获得大量荣誉值,Earn the Kingsguard title,Defeating a level for the first time grants extra honor,,,,,,,,
40252141,task_title_des,获得公爵的亲信称号,第一次通过关卡会获得大量荣誉值,Earn the Baron's Squire title,Defeating a level for the first time grants extra honor,,,,,,,,
40252151,task_title_des,获得准男爵称号,第一次通过关卡会获得大量荣誉值,Earn the Lord title,Defeating a level for the first time grants extra honor,,,,,,,,
40252161,task_title_des,获得男爵称号,第一次通过关卡会获得大量荣誉值,Earn the Duke title,Defeating a level for the first time grants extra honor,,,,,,,,
40252171,task_title_des,获得子爵称号,第一次通过关卡会获得大量荣誉值,Earn the Marquis title,Defeating a level for the first time grants extra honor,,,,,,,,
40252181,task_title_des,获得伯爵称号,第一次通过关卡会获得大量荣誉值,Earn the Earl title,Defeating a level for the first time grants extra honor,,,,,,,,
40252191,task_title_des,获得侯爵称号,第一次通过关卡会获得大量荣誉值,Earn the Viscount title,Defeating a level for the first time grants extra honor,,,,,,,,
40252201,task_title_des,获得公爵称号,第一次通过关卡会获得大量荣誉值,Earn the Baron title,Defeating a level for the first time grants extra honor,,,,,,,,
40261011,task_title_des,魔塔强化1,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 1,Stronger enemies mean we need stronger towers.,,,,,,,,
40261021,task_title_des,魔塔强化2,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 2,Stronger enemies mean we need stronger towers.,,,,,,,,
40261031,task_title_des,魔塔强化3,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 3,Stronger enemies mean we need stronger towers.,,,,,,,,
40261041,task_title_des,魔塔强化4,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 4,Stronger enemies mean we need stronger towers.,,,,,,,,
40261051,task_title_des,魔塔强化5,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 5,Stronger enemies mean we need stronger towers.,,,,,,,,
40261061,task_title_des,魔塔强化6,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 6,Stronger enemies mean we need stronger towers.,,,,,,,,
40261071,task_title_des,魔塔强化7,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 7,Stronger enemies mean we need stronger towers.,,,,,,,,
40261081,task_title_des,魔塔强化8,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 8,Stronger enemies mean we need stronger towers.,,,,,,,,
40261091,task_title_des,魔塔强化9,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 9,Stronger enemies mean we need stronger towers.,,,,,,,,
40261101,task_title_des,魔塔强化10,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 10,Stronger enemies mean we need stronger towers.,,,,,,,,
40261111,task_title_des,魔塔强化11,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 11,Stronger enemies mean we need stronger towers.,,,,,,,,
40261121,task_title_des,魔塔强化12,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 12,Stronger enemies mean we need stronger towers.,,,,,,,,
40261131,task_title_des,魔塔强化13,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 12,Stronger enemies mean we need stronger towers.,,,,,,,,
40261141,task_title_des,魔塔强化14,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 14,Stronger enemies mean we need stronger towers.,,,,,,,,
40261151,task_title_des,魔塔强化15,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 15,Stronger enemies mean we need stronger towers.,,,,,,,,
40261161,task_title_des,魔塔强化16,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 16,Stronger enemies mean we need stronger towers.,,,,,,,,
40261171,task_title_des,魔塔强化17,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 17,Stronger enemies mean we need stronger towers.,,,,,,,,
40261181,task_title_des,魔塔强化18,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 18,Stronger enemies mean we need stronger towers.,,,,,,,,
40261191,task_title_des,魔塔强化19,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 19,Stronger enemies mean we need stronger towers.,,,,,,,,
40261201,task_title_des,魔塔强化20,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 20,Stronger enemies mean we need stronger towers.,,,,,,,,
40261211,task_title_des,魔塔强化21,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 21,Stronger enemies mean we need stronger towers.,,,,,,,,
40261221,task_title_des,魔塔强化22,为了打败越来越强大的敌人，我们需要不断强化我们的防御塔，陛下！,Fortification 22,Stronger enemies mean we need stronger towers.,,,,,,,,
40262011,task_title_des,新的防御塔1,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 1,Higher level towers do more damage and have different abilities!,,,,,,,,
40262021,task_title_des,新的防御塔2,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 2,Higher level towers do more damage and have different abilities!,,,,,,,,
40262031,task_title_des,新的防御塔3,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 3,Higher level towers do more damage and have different abilities!,,,,,,,,
40262041,task_title_des,新的防御塔4,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 4,Higher level towers do more damage and have different abilities!,,,,,,,,
40262051,task_title_des,新的防御塔5,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 5,Higher level towers do more damage and have different abilities!,,,,,,,,
40262061,task_title_des,新的防御塔6,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 6,Higher level towers do more damage and have different abilities!,,,,,,,,
40262071,task_title_des,新的防御塔7,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 7,Higher level towers do more damage and have different abilities!,,,,,,,,
40262081,task_title_des,新的防御塔8,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 8,Higher level towers do more damage and have different abilities!,,,,,,,,
40262091,task_title_des,新的防御塔9,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 9,Higher level towers do more damage and have different abilities!,,,,,,,,
40262101,task_title_des,新的防御塔10,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 10,Higher level towers do more damage and have different abilities!,,,,,,,,
40262111,task_title_des,新的防御塔11,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 11,Higher level towers do more damage and have different abilities!,,,,,,,,
40262121,task_title_des,新的防御塔14,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 12,Higher level towers do more damage and have different abilities!,,,,,,,,
40262131,task_title_des,新的防御塔15,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 13,Higher level towers do more damage and have different abilities!,,,,,,,,
40262141,task_title_des,新的防御塔16,高等级的防御塔更具威力，甚至还会有特殊技能呢！,New Tower 14,Higher level towers do more damage and have different abilities!,,,,,,,,
40263011,task_title_des,防御塔技能1,高等级的防御塔更具威力，甚至还会有特殊技能呢！,Tower Research 1,Higher level towers do more damage and have different abilities!,,,,,,,,
40263021,task_title_des,防御塔技能2,高等级的防御塔更具威力，甚至还会有特殊技能呢！,Tower Research 2,Higher level towers do more damage and have different abilities!,,,,,,,,
40263031,task_title_des,防御塔技能3,高等级的防御塔更具威力，甚至还会有特殊技能呢！,Tower Research 3,Higher level towers do more damage and have different abilities!,,,,,,,,
40263041,task_title_des,防御塔技能4,高等级的防御塔更具威力，甚至还会有特殊技能呢！,Tower Research 4,Higher level towers do more damage and have different abilities!,,,,,,,,
